employee_id,first_name,last_name,email,phone_number,department,job_title,hire_date,days_service,base_salary,bonus_percentage,status,birth_date,address,city,state,zip_code,country,gender,education,performance_score,last_review_date,employee_level,vacation_days,sick_days,work_location,shift,emergency_contact,ssn,bank_account
EMP650589,Gary,Smith,gary.smith@company.com,(838)450-3833,Legal,Compliance Officer,2022-02-13,1152,61697.67,4.52,Leave,1967-05-13,24736 Wilcox Flats Suite 130,Tampa,FL,45772,USA,M,Professional,63.88,2022-09-24,Senior,18,5,Office,Night,+1-258-420-3279x471,209-46-2272,WFMJ33973711883215
EMP792034,Heather,Smith,heather.smith@company.com,(522)618-3785,Operations,Operations Analyst,2021-12-21,1206,101604.79,6.58,Active,1992-01-02,135 Jack Court,New York,NY,20972,USA,F,Master,75.08,2023-05-06,Senior,18,6,Office,Night,921-765-9393,620-45-2840,NYOK12360335746691
EMP414580,Laura,Krueger,laura.krueger@company.com,(737)675-8607x823,Training,Learning and Development Specialist,2021-03-23,1479,200000.0,2.02,Active,1974-07-10,73065 Selena Mall,Cincinnati,OH,94442,USA,F,Professional,77.11,2023-05-13,Senior,14,8,Hybrid,Day,+1-834-935-8318,394-98-5649,KGSL06701701186228
EMP835462,Candice,Cannon,candice.cannon@company.com,5019284450,Security,Security Manager,2024-10-18,174,200000.0,7.55,Active,1991-12-30,41464 Tiffany Village,Spokane,WA,50084,USA,F,Professional,85.53,2025-01-05,Entry,12,8,Remote,Night,001-911-311-2085x3948,066-95-7699,BBOH83823984510023
EMP421705,Eric,May,eric.may@company.com,001-437-936-2571x854,Support,Help Desk Technician,2022-11-15,877,40301.26,2.37,Active,1984-01-16,9289 Patrick Isle,Orlando,FL,56290,USA,M,Professional,89.21,2022-11-16,Senior,14,5,Office,Night,6279669352,079-97-0507,CBEY70389433266770
EMP826684,Michele,Myers,michele.myers@company.com,001-677-498-2409x81051,Development,Software Engineer,2024-04-05,370,82965.0,3.76,Active,2004-08-11,969 Morales Parkways Suite 763,Tampa,FL,68958,USA,F,Professional,70.58,2024-04-06,Mid,17,4,Office,Flexible,+1-851-705-7562x76818,633-11-5626,XXUZ46203137414327
EMP188635,Gary,Pena,gary.pena@company.com,319.548.1778,Operations,Supply Chain Coordinator,2022-05-04,1072,49075.54,2.9,Active,1989-03-03,73452 Mathews Hill Suite 039,Philadelphia,PA,75169,USA,M,Master,67.25,2023-07-05,Senior,13,6,Remote,Flexible,475-965-5082x5040,831-70-5895,QUGU78092751518789
EMP926582,Kimberly,Daniels,kimberly.daniels@company.com,+1-435-928-3683x191,Marketing,Content Strategist,2020-11-28,1594,118997.56,3.31,Active,1991-10-07,402 Miller Mountains Suite 673,Seattle,WA,52038,USA,F,Master,73.65,2022-06-13,Senior,22,7,Remote,Day,494-776-5997x99951,484-78-4273,UNYA19545229506107
EMP367707,Pamela,Dean,pamela.dean@company.com,(303)452-5747x38495,Legal,Paralegal,2022-05-27,1049,59465.15,4.47,Active,1995-05-22,551 Alicia Stream,Peoria,IL,34717,USA,F,Professional,79.58,2023-04-17,Senior,16,8,Office,Day,703.796.5914x21668,797-82-6094,MSIY03283178702479
EMP501122,John,Evans,john.evans@company.com,+1-440-355-2866x611,Quality,Quality Control Inspector,2021-12-20,1207,49041.88,6.68,Active,1983-11-13,935 Kyle Spurs,Philadelphia,PA,70445,USA,M,High School,80.72,2022-01-16,Senior,10,7,Office,Day,+1-496-803-2131x1493,540-59-7114,AGCI45003570445270
EMP882553,Mark,York,mark.york@company.com,+1-440-761-3809x871,Engineering,Electrical Engineer,2020-06-23,1752,152498.05,7.89,Active,2004-05-04,7272 Montes Plaza Suite 671,Pittsburgh,PA,50655,USA,M,Professional,68.56,2023-04-24,Senior,23,6,Office,Night,744-256-4537,587-44-5682,HHMK59177603093565
EMP256565,Elizabeth,Shaw,elizabeth.shaw@company.com,001-939-600-0112x62932,Support,Help Desk Technician,2022-07-08,1007,30000.0,5.08,Active,1991-07-21,4051 Contreras Skyway,Boston,MA,96263,USA,F,High School,81.12,2024-01-18,Senior,22,0,Remote,Day,001-655-923-0455x442,789-46-5419,RVNO23624740353194
EMP396582,Mary,Reed,mary.reed@company.com,+1-834-368-5856x8972,HHRR,Training Coordinator,2023-01-31,800,71607.6,3.37,Active,1980-03-31,1245 Williams Row Apt. 274,Rockford,IL,31109,USA,F,Professional,83.12,2024-02-19,Senior,16,7,Office,Night,(929)699-8628x18518,133-32-9838,VFVE36030827820392
EMP870793,Candace,Robinson,candace.robinson@company.com,8422932797,Marketing,Market Research Analyst,2020-08-24,1690,60768.19,5.02,Active,1971-12-29,378 Alan Parks,Miami,FL,93877,USA,F,Professional,84.11,2023-10-12,Senior,14,7,Office,Day,001-975-369-8450x77853,057-81-4006,GKZV06418095914731
EMP180894,Harry,Hall,harry.hall@company.com,+1-983-842-0258x6823,Research,Market Researcher,2022-08-03,981,92406.02,5.16,Active,2005-03-10,7650 Robert Valley Suite 360,Boston,MA,23294,USA,M,Master,52.6,2023-03-31,Senior,13,3,Office,Night,(312)964-7832x5750,382-28-1978,XQCX01542265590291
EMP421308,Melissa,Evans,melissa.evans@company.com,4693785897,R&D,Research Scientist,2021-12-07,1220,66948.36,3.06,Active,1965-07-09,1482 Deborah View,Seattle,WA,90444,USA,F,Professional,78.4,2023-02-27,Senior,18,2,Office,Day,+1-256-634-6410,361-02-1303,DGLQ62789514432605
EMP376713,Kelly,Frazier,kelly.frazier@company.com,313-619-8706,Engineering,Mechanical Engineer,2020-08-08,1706,66790.85,5.85,Active,1997-05-05,65030 Joshua Grove,Spokane,WA,69587,USA,M,Master,76.58,2021-05-30,Senior,15,4,Remote,Night,001-678-992-7446x3526,669-18-5695,PRVG38725737225965
EMP353812,Joshua,Fuentes,joshua.fuentes@company.com,773-285-9935x398,Design,Creative Director,2023-01-21,810,58006.55,4.12,Inactive,1977-01-11,84909 Daniels Motorway Suite 293,Orlando,FL,31010,USA,M,High School,79.12,2023-01-28,Senior,11,3,Office,Day,879.701.9930,482-43-9902,CZHE66304044466993
EMP129688,Cynthia,Sparks,cynthia.sparks@company.com,961.250.7032,Marketing,Market Research Analyst,2022-02-15,1150,61124.2,7.08,Active,1998-11-01,428 Boyd Heights Apt. 343,Tacoma,WA,53782,USA,Other,Professional,64.57,2023-07-11,Senior,21,1,Office,Day,001-637-270-3067x6228,471-50-6235,KYIO89638442547915
EMP843101,Steven,Barrera,steven.barrera@company.com,363-932-5716x617,Finance,Budget Manager,2023-07-29,621,60285.54,4.29,Leave,1979-06-10,336 Hayes Heights Suite 007,Seattle,WA,73633,USA,M,High School,71.69,2024-01-06,Mid,10,10,Office,Day,478.323.7885x0298,420-53-8579,CRFU72435387357458
EMP232991,Cynthia,Davis,cynthia.davis@company.com,001-382-377-0930x8125,Legal,Corporate Lawyer,2022-02-15,1150,64359.12,6.53,Active,2003-10-13,23827 Wright Hollow Apt. 663,Tampa,FL,37626,USA,F,Professional,72.42,2023-09-04,Senior,9,7,Remote,Flexible,(941)526-1903,109-97-7132,KEKP01737384598026
EMP443867,Ryan,Robertson,ryan.robertson@company.com,823.689.2800x86625,Development,DevOps Engineer,2022-04-01,1105,48276.31,7.96,Active,1960-02-12,2757 Petersen Bridge Apt. 443,San Antonio,TX,83342,USA,M,High School,72.58,2023-07-30,Senior,15,4,Office,Day,001-446-561-1622,159-86-4991,KMDD43534852589719
EMP301843,Rachel,Tucker,rachel.tucker@company.com,001-237-774-3313x0241,Procurement,Vendor Manager,2023-04-18,723,69923.5,8.38,Active,1984-05-12,0709 Day Turnpike Suite 789,Spokane,WA,60766,USA,F,Professional,77.36,2024-03-05,Mid,10,4,Hybrid,Night,+1-960-958-3827x2688,656-68-0769,DZMK66406475206780
EMP844168,Kenneth,Higgins,kenneth.higgins@company.com,(437)759-3500x442,Design,Creative Director,2023-06-01,679,134556.26,3.98,Active,1971-01-16,32967 David Light,Seattle,WA,20982,USA,M,PhD,91.19,2023-09-21,Mid,13,4,Remote,Night,+1-460-462-3483x72898,600-54-6113,PVOS03407966481650
EMP615799,Brittany,Mayer,brittany.mayer@company.com,983-442-4867,Research,Research Analyst,2023-02-20,780,91553.81,8.16,Active,1990-07-20,5264 Abbott Corner,Cleveland,OH,30556,USA,Other,Master,84.21,2024-03-13,Senior,15,5,Office,Day,9324573034,786-50-7582,GBKV53280214783556
EMP842413,Tracey,Sanders,tracey.sanders@company.com,2672640635,Development,Mobile App Developer,2022-01-03,1193,30000.0,4.67,Active,1971-07-26,84944 Christine Ranch,Philadelphia,PA,62707,USA,F,High School,61.88,2024-02-17,Senior,15,5,Office,Day,(526)546-6904x139,439-62-4834,UPTR23683702420696
EMP613031,Rachel,Valenzuela,rachel.valenzuela@company.com,+1-494-319-1790x66449,Finance,Financial Analyst,2022-07-27,988,60477.49,5.66,Active,1993-08-28,91921 Castaneda Passage,San Antonio,TX,26482,USA,Other,Professional,71.77,2022-08-16,Senior,15,8,Hybrid,Flexible,628.733.6509,556-08-4147,GZWA43525946137604
EMP593522,Ray,Andrews,ray.andrews@company.com,444.337.5958x54837,Finance,Tax Specialist,2024-07-27,257,61209.71,6.47,Active,2000-04-23,659 Ochoa Corners,Miami,FL,61970,USA,M,High School,74.43,2024-12-28,Entry,18,6,Office,Night,(205)425-2647x11890,225-77-3876,BPNX92235705514893
EMP132390,Nancy,Hernandez,nancy.hernandez@company.com,6387049669,Security,Cybersecurity Analyst,2021-04-23,1448,63906.73,3.29,Active,2004-07-24,75269 Jennifer Mountains,Cleveland,OH,64098,USA,F,Professional,66.27,2021-11-09,Senior,16,5,Office,Day,001-405-348-1056x667,083-50-5440,RZEZ98609653925492
EMP708712,Jessica,Castro,jessica.castro@company.com,416.872.4766x61705,Marketing,Market Research Analyst,2024-08-21,232,102146.58,3.65,Active,1971-06-16,9655 Sara Burg,Tacoma,WA,22303,USA,F,Professional,94.14,2024-10-25,Entry,16,14,Hybrid,Day,618-967-5252,479-68-5062,DHDO32672114614082
EMP218327,Chelsey,Daniels,chelsey.daniels@company.com,343-614-3763,Finance,Tax Specialist,2021-05-13,1428,113544.29,6.71,Active,1987-08-03,95764 Amanda Trail Suite 867,Rochester,NY,57479,USA,F,Master,74.23,2021-05-31,Senior,15,8,Office,Flexible,+1-737-672-8717x4872,040-96-4450,URGB31580854413829
EMP686501,Toni,Martin,toni.martin@company.com,+1-983-518-3095x1051,Logistics,Transportation Coordinator,2021-10-22,1266,49778.63,8.62,Active,1969-02-08,30586 Bailey Corner,Albany,NY,79702,USA,F,Master,78.17,2022-02-19,Senior,16,2,Office,Day,+1-790-572-4496x3140,500-54-4403,KLIK29192834198773
EMP825359,Matthew,Le,matthew.le@company.com,(479)217-0114,Support,Technical Support Specialist,2022-03-06,1131,30020.55,6.3,Leave,1986-10-29,854 William Hills Apt. 110,Jacksonville,FL,18811,USA,M,High School,79.52,2024-02-20,Senior,12,8,Hybrid,Night,2024997601,605-95-5357,EWJS43441591131037
EMP595778,Lynn,Smith,lynn.smith@company.com,736.429.0284x4176,Development,DevOps Engineer,2022-03-03,1134,77871.87,7.69,Active,1959-07-28,8020 Gentry Greens,Philadelphia,PA,25439,USA,F,High School,84.13,2023-05-09,Senior,18,4,Remote,Night,+1-640-585-1076x22931,821-47-7248,ULRL62156513606706
EMP240809,Kari,Washington,kari.washington@company.com,(431)201-5039,Marketing,Digital Marketing Specialist,2023-03-30,742,101502.58,5.13,Inactive,1990-02-16,1152 Ashley Vista Suite 910,Tampa,FL,67765,USA,F,PhD,75.94,2023-12-05,Senior,13,7,Remote,Night,3502192139,328-89-1888,QPLT86379932159739
EMP996328,Richard,Abbott,richard.abbott@company.com,5568478244,Development,Software Engineer,2020-12-14,1578,59476.19,4.86,Active,1963-11-10,7754 Garcia Spring Suite 083,Philadelphia,PA,62355,USA,M,Professional,93.33,2023-09-21,Senior,13,7,Remote,Night,+1-595-353-9338x7898,211-40-2872,SUIP31635554971890
EMP932966,Shannon,Clark,shannon.clark@company.com,+1-748-400-5051x8662,Research,Data Scientist,2022-10-16,907,36390.16,5.33,Active,1993-03-22,79068 Wilson Circle,Chicago,IL,86809,USA,F,High School,74.89,2023-03-18,Senior,16,5,Office,Day,821.897.0233x7766,834-15-1646,FXLH03445689037855
EMP481118,Anthony,Coleman,anthony.coleman@company.com,(285)358-6213x90560,Logistics,Logistics Manager,2024-08-10,243,43092.44,4.04,Active,1996-03-21,441 Smith Walks Apt. 702,Worcester,MA,44125,USA,Other,High School,73.12,2024-09-15,Entry,11,7,Office,Day,9469206271,722-02-8950,XKGP60670046923661
EMP330582,Daniel,Cole,daniel.cole@company.com,395-774-8333,Quality,Quality Control Inspector,2020-10-09,1644,200000.0,3.89,Active,1972-10-31,95883 James Ville Apt. 178,San Diego,CA,22247,USA,M,Professional,69.56,2021-01-24,Senior,15,6,Remote,Day,317.586.1842,129-36-5648,DCMC50086845605790
EMP305525,Bianca,Dean,bianca.dean@company.com,665.687.8104,R&D,Innovation Manager,2023-02-13,787,48010.48,4.6,Active,1994-09-18,44901 Christopher Terrace Suite 534,Seattle,WA,43678,USA,F,High School,74.26,2023-09-17,Senior,19,5,Hybrid,Night,+1-745-992-2123,468-86-7708,AJEF04527288891691
EMP433019,Dana,Blanchard,dana.blanchard@company.com,580.278.9073,IT,Software Developer,2021-05-20,1421,76315.55,5.67,Active,2003-08-24,408 Tiffany Throughway,Spokane,WA,12048,USA,F,High School,81.52,2024-01-03,Senior,16,4,Remote,Day,001-710-640-2877,174-24-9778,UYQW28995999357883
EMP384820,Chad,Francis,chad.francis@company.com,857-646-5718x684,Quality,Production Assistant,2024-05-11,334,98483.85,5.85,Active,2003-01-31,74712 Stewart Island,Philadelphia,PA,48731,USA,M,PhD,85.43,2025-03-03,Entry,19,4,Office,Day,+1-708-587-6051x8037,458-97-2420,PIBF06003414867092
EMP758715,Mary,Decker,mary.decker@company.com,599.436.0211,Quality,Quality Control Inspector,2021-02-05,1525,48883.49,5.63,Active,1999-12-28,8781 Benjamin Station,Boston,MA,81635,USA,F,Professional,74.36,2021-08-22,Senior,19,4,Office,Day,(615)900-9952x33498,362-94-8819,KEXG18307513531111
EMP723276,Benjamin,Wolfe,benjamin.wolfe@company.com,+1-293-991-2264x584,Logistics,Transportation Coordinator,2022-01-10,1186,43400.87,2.83,Active,1980-04-25,14071 Fleming Spring Apt. 601,Pittsburgh,PA,74310,USA,M,Professional,76.57,2022-12-14,Senior,16,5,Remote,Day,234.345.7986x0511,459-47-9744,XZAH88406056609633
EMP533227,Ashley,Duran,ashley.duran@company.com,001-412-292-2773,Operations,Logistics Specialist,2024-06-16,298,93030.05,2.82,Active,1987-02-10,8918 Ronald Rapids,San Antonio,TX,48549,USA,F,Professional,92.7,2024-09-24,Entry,11,6,Remote,Day,(399)477-0552x089,354-83-9174,FUUR21177050189240
EMP870014,Angela,Palmer,angela.palmer@company.com,655.920.5569x31449,HHRR,HR Manager,2022-04-26,1080,65667.2,0.8,Active,1977-10-09,6906 Mitchell Cliff,San Antonio,TX,37177,USA,F,Professional,80.19,2022-05-09,Senior,17,4,Hybrid,Day,411.655.2635,365-91-2968,DXTR53181271629351
EMP143811,Todd,Harrison,todd.harrison@company.com,377.831.1735x038,Operations,Supply Chain Coordinator,2023-11-22,505,30000.0,4.55,Inactive,1961-09-24,3893 Obrien Islands,Chicago,IL,62919,USA,M,Master,83.18,2023-11-23,Mid,18,5,Hybrid,Day,(638)500-3958x049,294-11-5858,DBYV49893502324841
EMP726442,Christine,Patel,christine.patel@company.com,+1-234-740-9915x7222,Legal,Corporate Lawyer,2020-07-03,1742,36736.25,4.85,Active,1985-12-12,78571 Mark Walk Apt. 734,Atlanta,GA,26799,USA,F,High School,69.33,2021-05-23,Senior,23,4,Office,Day,(764)726-0677x55293,821-99-0699,ENON86493669568231
EMP187238,Philip,Stanley,philip.stanley@company.com,+1-904-744-5472x068,Training,Corporate Trainer,2020-10-09,1644,97063.43,3.19,Active,1984-01-07,88557 Marco Courts Apt. 341,Worcester,MA,07653,USA,M,PhD,57.09,2023-01-29,Senior,18,3,Hybrid,Day,868-284-3952x48041,436-12-5720,ENYA97401495556981
EMP335729,Tiffany,Escobar,tiffany.escobar@company.com,001-644-890-6902x0099,Training,Training Manager,2023-09-14,574,88579.48,5.27,Active,1972-07-26,54955 Baker Cliff Apt. 399,Philadelphia,PA,72509,USA,F,Master,72.38,2023-09-27,Mid,12,1,Office,Day,403-593-9623x13043,615-69-6647,NQWT90363544411292
EMP484872,Jeremiah,Rogers,jeremiah.rogers@company.com,670-432-5475x44868,R&D,Research Scientist,2025-03-07,34,73501.81,4.84,Inactive,1964-08-17,492 Crystal Loaf,Worcester,MA,92402,USA,M,Professional,80.51,2025-03-26,Entry,14,1,Office,Night,+1-864-471-1744x89000,020-53-3115,MUZC54196944649511
EMP797467,Charles,Vega,charles.vega@company.com,313.633.3372,Logistics,Transportation Coordinator,2021-03-01,1501,39085.38,6.21,Active,1979-12-07,580 Jensen Parkways,Rockford,IL,05281,USA,M,PhD,64.44,2023-02-10,Senior,13,10,Office,Day,969-320-2787x2807,686-14-2704,GHEO02332907565964
EMP598528,Jasmine,Owen,jasmine.owen@company.com,331-894-9029,Legal,Paralegal,2023-07-01,649,75418.55,4.32,Active,1980-04-27,1848 Bradley Island,Rockford,IL,72688,USA,F,Professional,69.22,2024-02-02,Mid,14,5,Office,Night,+1-650-836-9726x0054,369-13-1543,WSKN22681663814098
EMP956837,Carrie,Allen,carrie.allen@company.com,001-394-823-8388x330,Logistics,Logistics Manager,2023-10-04,554,61980.92,6.21,Active,2006-06-23,9912 Wendy Roads Suite 617,Augusta,GA,35732,USA,F,Professional,84.57,2024-03-18,Mid,17,6,Office,Day,439-913-2053x116,553-76-7473,QGQN71637340415036
EMP730848,Jill,Mitchell,jill.mitchell@company.com,588.615.3593,Sales,Regional Sales Director,2022-12-17,845,170965.2,5.08,Active,1998-06-08,1569 Rachel Lane,Spokane,WA,40969,USA,F,Professional,74.63,2023-02-06,Senior,16,5,Hybrid,Day,8117715440,348-91-9874,XDQE14793674375427
EMP730678,Terrance,Garcia,terrance.garcia@company.com,278.255.5124x2853,Research,Market Researcher,2021-06-08,1402,95569.14,4.23,Active,1995-04-17,7354 Michelle Court Suite 656,Tacoma,WA,13452,USA,M,Master,84.15,2022-12-18,Senior,18,6,Hybrid,Flexible,279.557.1275,481-22-0473,RPSZ04706436520962
EMP584432,Alexis,Ford,alexis.ford@company.com,260-463-0816x91969,Quality,Production Assistant,2023-02-19,781,37200.54,6.49,Active,1981-01-05,28875 Brown Pike,Philadelphia,PA,63313,USA,F,High School,74.77,2023-12-04,Senior,12,3,Office,Day,001-786-752-5785x584,724-53-3848,OQZW70488323686908
EMP970325,Peter,Mcguire,peter.mcguire@company.com,506-306-6507,Marketing,Brand Manager,2022-02-05,1160,75791.71,7.93,Inactive,1969-12-27,6633 Richardson Roads Suite 609,Boston,MA,10135,USA,Other,Professional,53.0,2024-02-15,Senior,18,4,Hybrid,Flexible,(258)656-2672x35518,484-56-3209,YXOC46899219799665
EMP364908,Dean,Obrien,dean.obrien@company.com,588.432.3691x1955,Security,Safety Coordinator,2021-11-19,1238,73278.23,5.45,Active,1969-11-25,137 Jones Corners,Peoria,IL,45241,USA,M,Professional,81.1,2022-02-20,Senior,17,5,Office,Day,+1-773-543-0957x42398,852-93-8829,OYXC71161424441348
EMP506821,Jean,Gibson,jean.gibson@company.com,(315)904-5773,Marketing,Market Research Analyst,2022-08-15,969,98529.46,5.09,Active,1991-11-27,05250 Murphy Roads Suite 362,Springfield,IL,75138,USA,F,Master,79.45,2023-10-23,Senior,14,4,Office,Night,757.933.2168x873,872-19-8942,ZIIY27906952098194
EMP687282,Patrick,Duncan,patrick.duncan@company.com,2836512557,Support,Help Desk Technician,2021-08-02,1347,44795.22,2.65,Inactive,1970-08-27,82534 Karen Views,Pittsburgh,PA,98332,USA,M,Master,76.16,2021-08-13,Senior,20,9,Office,Day,(366)619-0291x758,792-43-3146,TAMX64560659107717
EMP344222,Melissa,Hernandez,melissa.hernandez@company.com,529.391.0995,Sales,Business Development Manager,2024-10-01,191,57922.51,4.19,Active,1977-03-31,4279 Ann Turnpike Apt. 170,Albany,NY,24461,USA,F,Professional,64.63,2024-10-01,Entry,17,4,Office,Flexible,001-605-801-1051x0413,756-28-2935,NFPT34884653668647
EMP128993,Carla,Gallegos,carla.gallegos@company.com,4727694824,Finance,Tax Specialist,2023-04-12,729,54789.63,6.73,Active,2005-01-24,931 Lopez Ramp,Boston,MA,55638,USA,F,High School,77.96,2024-01-14,Mid,15,4,Remote,Day,341.691.8269,396-97-0577,ZFPH81967809753275
EMP158172,David,Powell,david.powell@company.com,427.257.9655,Procurement,Supply Chain Analyst,2023-09-11,577,68339.5,5.28,Active,1996-07-07,31932 Thomas Mill Suite 819,Miami,FL,94826,USA,M,Professional,83.39,2024-01-17,Mid,12,2,Remote,Day,5824859330,887-26-1188,LZCD47407230831586
EMP522256,Brittany,Sexton,brittany.sexton@company.com,642.346.2713x733,Marketing,Marketing Manager,2020-10-20,1633,43044.87,7.81,Active,1978-08-20,4496 Andrea Ways,Allentown,PA,51262,USA,F,High School,86.93,2021-08-27,Senior,18,5,Remote,Day,719-782-3081x6414,820-01-7066,GZID93307143945696
EMP400885,Shari,Moore,shari.moore@company.com,+1-518-859-3293x29212,HHRR,HR Manager,2022-10-22,901,55775.48,6.85,Active,1994-04-15,0834 Evans Mountains Apt. 122,Peoria,IL,15150,USA,F,Professional,62.51,2022-12-24,Senior,18,7,Remote,Night,(464)630-9123,270-17-2218,PFEW88056928885292
EMP130616,Lindsey,Parker,lindsey.parker@company.com,968.404.6999x4884,Finance,Accountant,2022-06-22,1023,60820.61,1.67,Active,1967-05-29,81232 Ronald Coves,Chicago,IL,46611,USA,Other,High School,74.77,2022-08-21,Senior,17,2,Office,Night,(869)252-8329,210-53-6548,LYFR70174726658484
EMP577515,Lisa,Mercado,lisa.mercado@company.com,+1-475-361-1790x746,Security,Physical Security Specialist,2020-09-28,1655,39903.86,9.1,Active,1979-02-02,16024 Megan Rest,Austin,TX,40823,USA,F,Professional,87.17,2021-09-17,Senior,13,8,Office,Day,6455564980,867-30-6889,OUHJ42862401923177
EMP877881,Rebecca,Montgomery,rebecca.montgomery@company.com,975.400.5426,Quality,Quality Control Inspector,2022-12-14,848,66392.61,4.32,Active,2003-03-10,52741 Aguirre Circle Suite 185,San Antonio,TX,53605,USA,F,Professional,62.46,2024-02-21,Senior,15,2,Office,Day,001-489-668-2157x37604,542-98-5704,REIN42118181122050
EMP657761,John,Chen,john.chen@company.com,001-608-814-7699x575,Engineering,Civil Engineer,2022-03-27,1110,30000.0,8.52,Active,1959-05-13,782 Daniels Isle Suite 109,Cleveland,OH,20810,USA,M,Master,60.92,2023-10-07,Senior,12,3,Office,Day,340-260-3918,345-09-1962,NYVD74142521366901
EMP384372,Katelyn,Bradley,katelyn.bradley@company.com,+1-575-703-3100x418,Logistics,Inventory Control Specialist,2022-06-04,1041,72721.97,4.82,Active,1988-03-13,3870 Foster Falls,Rockford,IL,44509,USA,F,Master,58.16,2022-06-20,Senior,12,9,Office,Day,001-688-507-3448x975,004-56-9294,LPRG12818999185084
EMP590565,Anthony,Cruz,anthony.cruz@company.com,(624)544-1361,Design,Graphic Designer,2022-09-08,945,115765.74,4.79,Active,1988-12-17,169 Courtney Streets,Dallas,TX,62581,USA,M,Master,58.33,2023-03-02,Senior,15,6,Hybrid,Day,(824)954-4772x8315,196-08-8184,EHTZ78135506386269
EMP725810,Michael,Moore,michael.moore@company.com,(632)962-0623,HHRR,Training Coordinator,2024-08-09,244,34618.01,7.28,Active,1978-11-26,885 Jeffery Stravenue Suite 110,Philadelphia,PA,23464,USA,Other,High School,44.56,2024-11-19,Entry,15,4,Office,Day,001-486-463-2283,194-63-3646,OSQT98701564915633
EMP644010,Stephen,Sanchez,stephen.sanchez@company.com,553.937.6039x747,Sales,Sales Representative,2021-05-06,1435,61396.81,3.61,Active,1991-11-20,33195 Kenneth Rue,Boston,MA,22044,USA,M,Professional,84.04,2022-03-18,Senior,15,3,Office,Day,001-448-606-7039x815,355-05-1262,JMBY56258079285267
EMP140894,Nichole,Schroeder,nichole.schroeder@company.com,(982)734-2499x5858,Engineering,Industrial Engineer,2021-02-07,1523,78512.25,5.64,Active,2004-09-01,9916 Sarah Landing Suite 793,Savannah,GA,42206,USA,Other,Master,57.1,2021-03-10,Senior,17,7,Hybrid,Day,001-378-742-6771x6615,413-55-9635,FFHL62672283117613
EMP141675,Isaac,Carlson,isaac.carlson@company.com,(302)726-9252x90367,Training,Instructional Designer,2020-07-10,1735,39226.13,1.38,Active,1971-12-12,8576 Love Mountain Apt. 336,Worcester,MA,81314,USA,M,High School,72.83,2023-08-13,Senior,11,3,Remote,Night,+1-275-214-6971x8958,014-34-1783,SPPW03913538026072
EMP312381,Philip,Brown,philip.brown@company.com,926.312.9794x055,R&D,Research Scientist,2020-09-16,1667,63769.57,2.68,Active,1976-01-06,49423 Davis Manors,Augusta,GA,22832,USA,M,Professional,78.32,2021-09-04,Senior,17,4,Hybrid,Day,474-525-6956x327,446-38-3773,OKQQ99627129425148
EMP817004,Eric,Norris,eric.norris@company.com,(980)669-2565,IT,IT Support Specialist,2021-02-13,1517,52466.69,6.02,Active,1982-06-10,69086 Mckinney Hill,Rockford,IL,48012,USA,M,Professional,59.65,2022-03-05,Senior,12,1,Office,Day,337.466.8612,586-16-0313,NVOF29330052014694
EMP877336,Stacy,Thompson,stacy.thompson@company.com,206.232.7805x52481,Training,Training Manager,2025-02-18,51,57815.9,1.58,Active,2006-05-08,28617 Justin River,Rockford,IL,78065,USA,Other,Professional,75.85,2025-04-05,Entry,12,3,Office,Day,821-209-1469x76626,280-16-6474,MGVM54629927729315
EMP481425,Shelly,Clark,shelly.clark@company.com,(431)958-8343,IT,Database Administrator,2022-12-06,856,69770.78,5.04,Inactive,1988-11-24,8502 Garza Cape Apt. 436,Cleveland,OH,11083,USA,F,Professional,72.65,2024-03-22,Senior,20,1,Office,Day,308.939.5594,244-89-3793,GOTO00476928491630
EMP604183,Anthony,Hall,anthony.hall@company.com,+1-986-310-8160,Training,Learning and Development Specialist,2023-03-01,771,200000.0,6.89,Inactive,1960-02-03,162 Thompson Coves Apt. 777,San Diego,CA,54313,USA,M,PhD,64.2,2023-11-18,Senior,15,3,Remote,Night,+1-350-815-3433x144,613-61-9278,CPHV06564998338145
EMP240507,David,Phillips,david.phillips@company.com,+1-494-366-7628x485,Operations,Operations Analyst,2024-01-29,437,43937.68,3.39,Active,1985-03-24,8845 Jeremy Port,Tacoma,WA,23584,USA,M,Professional,86.15,2024-03-14,Mid,18,3,Office,Day,001-770-200-4650x61786,207-27-2848,RQWF48472314895028
EMP927039,Cynthia,Wilson,cynthia.wilson@company.com,830.976.4789,Security,Safety Coordinator,2023-01-01,830,30000.0,5.98,Leave,1972-01-10,043 Julia Centers Apt. 512,Tacoma,WA,63012,USA,F,Master,75.78,2023-10-22,Senior,10,5,Office,Night,001-280-943-1547,134-95-9856,WQKD18752475108187
EMP834588,Rhonda,Alexander,rhonda.alexander@company.com,370-206-7625,Sales,Sales Representative,2023-04-30,711,87387.88,8.3,Active,2004-12-14,323 Sylvia Burg,Miami,FL,16242,USA,F,Master,64.92,2024-03-21,Mid,26,1,Office,Day,+1-987-395-6276,796-89-6898,IQHY64630310526451
EMP251748,Timothy,Jordan,timothy.jordan@company.com,5165728549,Design,Creative Director,2020-08-31,1683,50425.36,6.14,Active,2005-01-27,265 Coffey Fork,Pittsburgh,PA,51313,USA,M,Professional,80.45,2023-10-15,Senior,14,3,Hybrid,Night,778-340-2629,774-72-7717,QLXJ49872723393780
